external_gene_name	ensembl_transcript_id	mmusculus_homolog_associated_gene_name
RRAS2	ENST00000256196	Rras2
AC018523.1	ENST00000534211	
COPB1	ENST00000249923	Copb1
RNU7-49P	ENST00000516182	
AC018523.2	ENST00000555531	
PSMA1	ENST00000396394	Psma1
PDE3B	ENST00000282096	Pde3b
MORF4L1P3	ENST00000525966	
CYP2R1	ENST00000334636	Cyp2r1
CALCB	ENST00000533448	Calcb
CALCP	ENST00000522108	
CALCA	ENST00000361010	Calca
OR7E41P	ENST00000515189	
INSC	ENST00000379554	Insc
AC104361.1	ENST00000517263	
LINC02751	ENST00000659618	
AC073172.1	ENST00000636967	
AC087379.2	ENST00000532242	
AC087379.1	ENST00000663676	
AC009869.1	ENST00000659436	
LINC02682	ENST00000664116	
SOX6	ENST00000396356	Sox6
MIR6073	ENST00000352083	
AC103794.1	ENST00000531763	
AKR1B1P3	ENST00000525311	
RN7SL188P	ENST00000469842	
C11orf58	ENST00000228136	1110004F10Rik
PLEKHA7	ENST00000355661	Plekha7
RN7SKP90	ENST00000363013	Gm23624
AC116533.1	ENST00000459748	
OR7E14P	ENST00000530490	
RPS13	ENST00000525634	Rps13
SNORD14A	ENST00000606526	
SNORD14B	ENST00000364533	Snord14a
PIK3C2A	ENST00000265970	Pik3c2a
RNU6-593P	ENST00000364716	
AC126389.1	ENST00000477436	
AC107956.2	ENST00000496042	
NUCB2	ENST00000529010	Nucb2
AC107956.1	ENST00000494359	
AC124798.2	ENST00000648634	
NCR3LG1	ENST00000338965	
AC124798.1	ENST00000568280	
KCNJ11	ENST00000339994	Kcnj11
ABCC8	ENST00000389817	Abcc8
SDHCP4	ENST00000532834	
AC124798.3	ENST00000662030	
USH1C	ENST00000318024	Ush1c
OTOG	ENST00000399397	Otog
AC124301.1	ENST00000524885	
LINC02729	ENST00000670639	
MYOD1	ENST00000250003	Myod1
KCNC1	ENST00000265969	Kcnc1
SERGEF	ENST00000265965	Sergef
AC055860.1	ENST00000525523	
TPH1	ENST00000250018	Tph1
SAAL1	ENST00000524803	Saal1
HIGD1AP5	ENST00000529959	
SAA3P	ENST00000534768	
MRGPRX3	ENST00000396275	Mrgprb4
MRGPRX3	ENST00000396275	Mrgprb2
MRGPRX3	ENST00000396275	Mrgprb8
MRGPRX3	ENST00000396275	Mrgpra1
MRGPRX3	ENST00000396275	Mrgpra2a
MRGPRX3	ENST00000396275	Mrgpra2b
MRGPRX3	ENST00000396275	Mrgprb5
MRGPRX3	ENST00000396275	Mrgpra9
MRGPRX3	ENST00000396275	Mrgprb1
MRGPRX3	ENST00000396275	Mrgprx2
MRGPRX3	ENST00000396275	Mrgpra4
MRGPRX3	ENST00000396275	Mrgpra3
MRGPRX3	ENST00000396275	Mrgprb3
MRGPRX3	ENST00000396275	Mrgpra6
MRGPRX3	ENST00000396275	Mrgprx1
AC090099.1	ENST00000527671	
AC090099.2	ENST00000648470	
MRGPRX12P	ENST00000524640	
MRGPRX4	ENST00000314254	Mrgprb4
MRGPRX4	ENST00000314254	Mrgprb2
MRGPRX4	ENST00000314254	Mrgprb8
MRGPRX4	ENST00000314254	Mrgpra1
MRGPRX4	ENST00000314254	Mrgpra2a
MRGPRX4	ENST00000314254	Mrgpra2b
MRGPRX4	ENST00000314254	Mrgprb5
MRGPRX4	ENST00000314254	Mrgpra9
MRGPRX4	ENST00000314254	Mrgprb1
MRGPRX4	ENST00000314254	Mrgprx2
MRGPRX4	ENST00000314254	Mrgpra4
MRGPRX4	ENST00000314254	Mrgpra3
MRGPRX4	ENST00000314254	Mrgprb3
MRGPRX4	ENST00000314254	Mrgpra6
MRGPRX4	ENST00000314254	Mrgprx1
GLTPP1	ENST00000528859	
MRGPRX13P	ENST00000529793	
SLC25A51P4	ENST00000527059	
SAA4	ENST00000278222	Saa4
SAA2-SAA4	ENST00000524555	Saa4
SAA2	ENST00000256733	
RNA5SP333	ENST00000363466	
ST13P5	ENST00000526214	
SAA1	ENST00000405158	
RNA5SP334	ENST00000364825	
HPS5	ENST00000349215	Hps5
GTF2H1	ENST00000265963	Gtf2h1
MIR3159	ENST00000584572	
LDHA	ENST00000422447	Ldha
AC084117.1	ENST00000496975	
LDHC	ENST00000541669	Ldhc
AC027544.3	ENST00000535082	
LDHAL6A	ENST00000280706	
TSG101	ENST00000251968	Tsg101
YWHABP2	ENST00000540201	
AC027544.2	ENST00000539313	
AC027544.1	ENST00000538408	
UEVLD	ENST00000396197	Uevld
Metazoa_SRP	ENST00000616888	
SPTY2D1OS	ENST00000635674	
AC112694.1	ENST00000541939	
AC112694.2	ENST00000623697	
SPTY2D1	ENST00000336349	Spty2d1
SRSF3P1	ENST00000537438	
TMEM86A	ENST00000280734	Tmem86a
IGSF22	ENST00000513874	
AC103974.1	ENST00000527285	
PTPN5	ENST00000396168	Ptpn5
AC103974.2	ENST00000657264	
MRGPRX8P	ENST00000611319	
MRGPRX7P	ENST00000524957	
AC023078.2	ENST00000525272	
MRGPRX6P	ENST00000527164	
MRGPRX5P	ENST00000532712	
MRGPRX1	ENST00000302797	Mrgprb4
MRGPRX1	ENST00000302797	Mrgprb2
MRGPRX1	ENST00000302797	Mrgprb8
MRGPRX1	ENST00000302797	Mrgpra1
MRGPRX1	ENST00000302797	Mrgpra2a
MRGPRX1	ENST00000302797	Mrgpra2b
MRGPRX1	ENST00000302797	Mrgprb5
MRGPRX1	ENST00000302797	Mrgpra9
MRGPRX1	ENST00000302797	Mrgprb1
MRGPRX1	ENST00000302797	Mrgprx2
MRGPRX1	ENST00000302797	Mrgpra4
MRGPRX1	ENST00000302797	Mrgpra3
MRGPRX1	ENST00000302797	Mrgprb3
MRGPRX1	ENST00000302797	Mrgpra6
MRGPRX1	ENST00000302797	Mrgprx1
AC023078.1	ENST00000528646	
MRGPRX11P	ENST00000531736	
MRGPRX10P	ENST00000527463	
MRGPRX9P	ENST00000532323	
MRGPRX2	ENST00000329773	Mrgprb4
MRGPRX2	ENST00000329773	Mrgprb2
MRGPRX2	ENST00000329773	Mrgprb8
MRGPRX2	ENST00000329773	Mrgpra1
MRGPRX2	ENST00000329773	Mrgpra2a
MRGPRX2	ENST00000329773	Mrgpra2b
MRGPRX2	ENST00000329773	Mrgprb5
MRGPRX2	ENST00000329773	Mrgpra9
MRGPRX2	ENST00000329773	Mrgprb1
MRGPRX2	ENST00000329773	Mrgprx2
MRGPRX2	ENST00000329773	Mrgpra4
MRGPRX2	ENST00000329773	Mrgpra3
MRGPRX2	ENST00000329773	Mrgprb3
MRGPRX2	ENST00000329773	Mrgpra6
MRGPRX2	ENST00000329773	Mrgprx1
ZDHHC13	ENST00000446113	Zdhhc13
CSRP3	ENST00000533783	Csrp3
CSRP3-AS1	ENST00000527978	
E2F8	ENST00000527884	E2f8
PCNAP4	ENST00000532690	
AC009652.1	ENST00000528326	
NAV2	ENST00000360655	Nav2
NAV2-IT1	ENST00000528204	
RNA5SP335	ENST00000363817	
NAV2-AS5	ENST00000528726	
NAV2-AS4	ENST00000532874	
MIR4486	ENST00000578325	
AC023950.1	ENST00000384676	Gm22620
AC009549.1	ENST00000603468	
MIR4694	ENST00000578534	
NAV2-AS3	ENST00000534036	
NAV2-AS2	ENST00000533767	
NAV2-AS1	ENST00000526642	
AC068860.1	ENST00000623701	
DBX1	ENST00000524983	Dbx1
HTATIP2	ENST00000451739	Htatip2
PRMT3	ENST00000331079	Prmt3
HMGB1P40	ENST00000525121	
AC090707.2	ENST00000657767	
SLC6A5	ENST00000525748	Slc6a5
NELL1	ENST00000357134	Nell1
AC090707.1	ENST00000528795	
RNA5SP336	ENST00000364189	
AC090857.1	ENST00000527400	
AC090857.2	ENST00000526362	
AC099730.1	ENST00000525269	
RNA5SP337	ENST00000517007	
AC130307.1	ENST00000664026	
ANO5	ENST00000324559	Ano5
AC116534.1	ENST00000659342	
AC107882.1	ENST00000530837	
AC107886.1	ENST00000526935	
AC104009.1	ENST00000528009	
SLC17A6	ENST00000263160	Slc17a6
AC040936.1	ENST00000534543	
LINC01495	ENST00000653021	
AC055878.1	ENST00000656032	
FANCF	ENST00000327470	Fancf
GAS2	ENST00000454584	Gas2
RNA5SP338	ENST00000410495	
SVIP	ENST00000354193	Svip
AC006299.1	ENST00000499625	
CCDC179	ENST00000532798	1700015G11Rik
LINC02718	ENST00000533591	
AC100767.2	ENST00000604840	
WIZP1	ENST00000531444	
MIR8054	ENST00000620877	
AC100767.1	ENST00000528178	
THAP12P4	ENST00000528321	
AC068472.1	ENST00000474589	
LINC02726	ENST00000534068	
AC100768.1	ENST00000525512	
RNU6-783P	ENST00000516710	
AC099842.1	ENST00000619919	
LINC02686	ENST00000527283	
Y_RNA	ENST00000384522	
LUZP2	ENST00000336930	Luzp2
AC115990.1	ENST00000526957	
AC087373.1	ENST00000524920	
RPL36AP40	ENST00000473882	
AC100770.1	ENST00000532310	
LINC02699	ENST00000526327	
AC013799.1	ENST00000531157	
AC024341.1	ENST00000526444	
ANO3	ENST00000256737	Ano3
AC021698.1	ENST00000668627	
ANO3-AS1	ENST00000524858	
AC079064.1	ENST00000528365	
MUC15	ENST00000455601	Muc15
SLC5A12	ENST00000396005	Slc5a12
FIBIN	ENST00000318627	Fibin
BBOX1	ENST00000263182	Bbox1
BBOX1-AS1	ENST00000530430	
CCDC34	ENST00000328697	Ccdc34
LGR4	ENST00000379214	Lgr4
LGR4-AS1	ENST00000525833	
AC100771.1	ENST00000496450	
LIN7C	ENST00000278193	Lin7c
BDNF-AS	ENST00000651990	
MIR8087	ENST00000612745	
RNA5SP339	ENST00000390987	
AC104563.1	ENST00000476147	
LINC00678	ENST00000527083	
BDNF	ENST00000314915	Bdnf
AC103796.1	ENST00000530663	
CBX3P1	ENST00000325243	
HSP90AA2P	ENST00000530115	
AC090159.1	ENST00000525309	
KIF18A	ENST00000263181	Kif18a
MIR610	ENST00000385139	
METTL15	ENST00000303459	Mettl15
AC023206.1	ENST00000605824	
RN7SKP158	ENST00000410453	
AC104978.1	ENST00000449387	
MIR8068	ENST00000618032	
AC013714.1	ENST00000524707	
LINC02758	ENST00000505409	
LINC02742	ENST00000662190	
OR2BH1P	ENST00000608850	
AC090791.1	ENST00000530960	
AC110056.1	ENST00000525759	
LINC02755	ENST00000657392	
AC090124.2	ENST00000265458	
AC090124.1	ENST00000527727	
AC110058.1	ENST00000668970	
LINC02546	ENST00000658603	
HNRNPRP2	ENST00000528421	
AC107973.1	ENST00000530249	
RN7SL240P	ENST00000485204	
RPL7AP58	ENST00000498657	
LINC01616	ENST00000561816	
KCNA4	ENST00000328224	Kcna4
AL358944.1	ENST00000662729	
AL358944.2	ENST00000528537	
FSHB	ENST00000417547	Fshb
ARL14EP	ENST00000282032	Arl14ep
RPL12P30	ENST00000488389	
MPPED2	ENST00000358117	Mpped2
AL353699.1	ENST00000529078	
MPPED2-AS1	ENST00000531002	
AL122014.1	ENST00000663545	
DCDC1	ENST00000452803	
CYCSP25	ENST00000525280	
AL137804.1	ENST00000528872	
DNAJC24	ENST00000465995	Dnajc24
IMMP1L	ENST00000532287	Immp1l
ELP4	ENST00000640961	Elp4
AC131571.1	ENST00000648611	
PAX6	ENST00000638914	Pax6
PAUPAR	ENST00000644607	
AL035078.4	ENST00000532942	Rcn1
AL035078.1	ENST00000531962	
AL035078.3	ENST00000525382	
AL035078.2	ENST00000533832	
U3	ENST00000391249	
EIF4A2P5	ENST00000529914	
RCN1	ENST00000054950	Rcn1
AL078612.1	ENST00000533009	
THEM7P	ENST00000419556	
AL078612.2	ENST00000667553	
WT1	ENST00000379079	Wt1
WT1-AS	ENST00000525436	
AL049692.6	ENST00000619639	
AL049692.1	ENST00000613208	
AL049692.5	ENST00000613262	
AL049692.3	ENST00000614919	Gm27636
AL049692.2	ENST00000426618	Gm27538
AL049692.4	ENST00000615200	
EIF3M	ENST00000531120	Eif3m
HNRNPA3P9	ENST00000604913	
CCDC73	ENST00000335185	Ccdc73
AL049714.1	ENST00000466686	
PRRG4	ENST00000257836	Prrg4
QSER1	ENST00000399302	Qser1
Y_RNA	ENST00000363745	
DEPDC7	ENST00000241051	Depdc7
TCP11L1	ENST00000334274	Tcp11l1
PIGCP1	ENST00000527583	
LINC00294	ENST00000631190	
CSTF3	ENST00000323959	Cstf3
CSTF3-DT	ENST00000500025	
Y_RNA	ENST00000384081	
RPL29P23	ENST00000486188	
Y_RNA	ENST00000363615	
AL136126.1	ENST00000473603	
HIPK3	ENST00000303296	Hipk3
KIAA1549L	ENST00000321505	D430041D05Rik
AL137161.1	ENST00000532231	
AL133399.1	ENST00000527476	
AL049629.1	ENST00000534431	
C11orf91	ENST00000379011	A930018P22Rik
AL049629.2	ENST00000534312	Cd59a
AL049629.2	ENST00000534312	Cd59b
CD59	ENST00000642928	Cd59a
CD59	ENST00000642928	Cd59b
FBXO3	ENST00000265651	Fbxo3
FBXO3-DT	ENST00000533046	
AC113192.3	ENST00000528779	
AC113192.2	ENST00000529152	
LINC02722	ENST00000534666	
AC113192.1	ENST00000527270	
LINC02721	ENST00000525320	
LMO2	ENST00000395833	Lmo2
AC132216.1	ENST00000610375	
AC090469.1	ENST00000664488	
CAPRIN1	ENST00000341394	Caprin1
NAT10	ENST00000257829	Nat10
ABTB2	ENST00000435224	Abtb2
Y_RNA	ENST00000364997	
AL139174.1	ENST00000531489	
AL035079.1	ENST00000405210	
CIR1P3	ENST00000405137	
CAT	ENST00000241052	Cat
ELF5	ENST00000257832	Elf5
AL137224.1	ENST00000527984	
LINC02707	ENST00000527135	
EHF	ENST00000257831	Ehf
AC087783.1	ENST00000605070	
AL359999.1	ENST00000604513	
APIP	ENST00000395787	Apip
PDHX	ENST00000227868	Pdhx
MIR1343	ENST00000516053	
AL356215.1	ENST00000528366	
CD44	ENST00000428726	Cd44
CD44-AS1	ENST00000528869	
AL133330.1	ENST00000510619	
SLC1A2	ENST00000278379	Slc1a2
AL133330.2	ENST00000532760	
AC090625.1	ENST00000357130	
AC090625.2	ENST00000534165	
PAMR1	ENST00000619888	Pamr1
AL135934.1	ENST00000527684	
FJX1	ENST00000317811	Fjx1
AL138812.1	ENST00000525573	
TRIM44	ENST00000299413	Trim44
AC090692.2	ENST00000648434	
KRT18P14	ENST00000534205	
AC090692.3	ENST00000649203	
AC090692.1	ENST00000531569	
LDLRAD3	ENST00000315571	Ldlrad3
AL136146.1	ENST00000529830	
AL136146.2	ENST00000534594	
RPL12P31	ENST00000478433	
MIR3973	ENST00000579824	
AC129502.1	ENST00000623261	
COMMD9	ENST00000263401	Commd9
PRR5L	ENST00000530639	Prr5l
AC087277.1	ENST00000529910	
AC087277.2	ENST00000533203	
AC009656.1	ENST00000531966	
TRAF6	ENST00000526995	Traf6
AC061999.1	ENST00000624454	
RAG1	ENST00000299440	Rag1
RAG2	ENST00000618712	Rag2
IFTAP	ENST00000446510	B230118H07Rik
AC104042.1	ENST00000524806	
AC061997.1	ENST00000516029	
RPL7AP56	ENST00000476420	
LINC02760	ENST00000532562	
AC103798.1	ENST00000624292	
LRRC6P1	ENST00000532188	
AC021713.1	ENST00000526554	
LINC02759	ENST00000531882	
LINC01493	ENST00000649890	
AC021723.2	ENST00000649415	
AC021723.1	ENST00000486306	
RNU6-99P	ENST00000364721	
AC021749.1	ENST00000604322	
AC021820.1	ENST00000525564	
AC080100.1	ENST00000624239	
LRRC4C	ENST00000530763	Lrrc4c
Y_RNA	ENST00000384079	
AC090720.1	ENST00000650272	
RNU6-365P	ENST00000517113	
AC090138.1	ENST00000524493	
LINC02741	ENST00000526978	
AC021006.1	ENST00000489849	
AC021006.2	ENST00000530771	
LINC01499	ENST00000648000	
AC023442.1	ENST00000531247	
AC023442.3	ENST00000532199	
AC023442.2	ENST00000526455	
LINC02745	ENST00000534059	
LINC02740	ENST00000658612	
AC109810.1	ENST00000534066	
AC009643.2	ENST00000603543	
AC009643.1	ENST00000532030	
HNRNPKP3	ENST00000533565	
API5	ENST00000378852	Api5
AC087276.2	ENST00000526220	
Y_RNA	ENST00000516843	
TTC17	ENST00000039989	Ttc17
AC087276.3	ENST00000530042	
AC087276.1	ENST00000394183	
RN7SKP287	ENST00000516546	Gm25557
PPIAP41	ENST00000529659	
CTBP2P6	ENST00000526402	
AC068205.1	ENST00000526615	
MIR670	ENST00000390142	
MIR670HG	ENST00000533531	
AC068205.2	ENST00000664853	
MIR129-2	ENST00000362207	Mir129b
HSD17B12	ENST00000278353	Hsd17b12
AC068205.3	ENST00000636385	
RPL23AP63	ENST00000498752	
PHBP2	ENST00000532859	
AC068205.4	ENST00000637880	
AC087521.2	ENST00000530450	
AC087521.4	ENST00000637427	
ALKBH3	ENST00000302708	Alkbh3
ALKBH3	ENST00000302708	Gm27027
SEC14L1P1	ENST00000534767	
ALKBH3-AS1	ENST00000499194	
AC087521.3	ENST00000526408	
C11orf96	ENST00000617612	Gm13889
AC087521.1	ENST00000501541	
ACCSL	ENST00000378832	Accsl
ACCS	ENST00000263776	Accs
AC134775.1	ENST00000531268	
EXT2	ENST00000533608	Ext2
ALX4	ENST00000652299	Alx4
AC010768.4	ENST00000528183	
AC010768.3	ENST00000525465	
CD82	ENST00000227155	Cd82
AC010768.1	ENST00000533814	
AC010768.2	ENST00000532524	
RPL34P22	ENST00000468193	
AC104010.1	ENST00000616889	
LINC02704	ENST00000532748	
TSPAN18-AS1	ENST00000530039	
TSPAN18	ENST00000520358	Tspan18
TP53I11	ENST00000616990	Trp53i11
LINC02685	ENST00000670250	
AC068858.1	ENST00000654627	
PRDM11	ENST00000622142	Prdm11
AC103681.2	ENST00000527450	
SYT13	ENST00000020926	Syt13
AC103681.1	ENST00000531663	
LINC02696	ENST00000656602	
LINC02687	ENST00000528390	
AC103855.3	ENST00000528445	
AC018716.2	ENST00000669753	
AC018716.1	ENST00000534604	
AC103855.2	ENST00000654281	
AC103855.4	ENST00000533158	
AC103855.1	ENST00000525926	
CHST1	ENST00000308064	Chst1
AC087442.1	ENST00000525563	
MIR7154	ENST00000620673	
AC044839.1	ENST00000652577	
AC044839.2	ENST00000532068	
LINC02690	ENST00000666193	
LINC02716	ENST00000378779	
SLC35C1	ENST00000314134	Slc35c1
AC044839.3	ENST00000534128	
CRY2	ENST00000616623	Cry2
MAPK8IP1	ENST00000241014	Mapk8ip1
AC068385.1	ENST00000533218	
C11orf94	ENST00000449465	1700029I15Rik
PEX16	ENST00000378750	Pex16
LARGE2	ENST00000531526	Large2
PHF21A	ENST00000323180	Phf21a
AC024475.1	ENST00000528480	
AC024475.3	ENST00000635144	
AC024475.2	ENST00000312173	
LINC02710	ENST00000634971	
AC116021.1	ENST00000530049	
LINC02489	ENST00000527239	
CREB3L1	ENST00000621158	Creb3l1
DGKZ	ENST00000532868	Dgkz
MIR4688	ENST00000577966	
MDK	ENST00000405308	Mdk
CHRM4	ENST00000433765	Chrm4
AMBRA1	ENST00000314845	Ambra1
AC024293.1	ENST00000467930	
MIR3160-1	ENST00000577972	
MIR3160-2	ENST00000637870	
AC127035.1	ENST00000648317	
HARBI1	ENST00000326737	Harbi1
ATG13	ENST00000524625	Atg13
ARHGAP1	ENST00000311956	Arhgap1
ZNF408	ENST00000311764	Zfp408
F2	ENST00000311907	F2
CKAP5	ENST00000529230	Ckap5
MIR5582	ENST00000579697	
AC115088.1	ENST00000516618	
SNORD67	ENST00000390833	Snord67
LRP4-AS1	ENST00000502049	
LRP4	ENST00000378623	Lrp4
AC021573.1	ENST00000668347	
C11orf49	ENST00000278460	1110051M20Rik
AC103792.1	ENST00000603591	
AC090589.2	ENST00000532022	
ARFGAP2	ENST00000524782	Arfgap2
AC090589.3	ENST00000524412	
PACSIN3	ENST00000298838	Pacsin3
MIR6745	ENST00000612694	
AC090589.1	ENST00000473109	
DDB2	ENST00000256996	Ddb2
AC018410.1	ENST00000540410	
ACP2	ENST00000256997	Acp2
NR1H3	ENST00000407404	Nr1h3
MADD	ENST00000311027	Madd
MADD-AS1	ENST00000545474	
AC090582.1	ENST00000636321	
MYBPC3	ENST00000545968	Mybpc3
SPI1	ENST00000378538	Spi1
AC090559.1	ENST00000666926	
MIR4487	ENST00000582237	
SLC39A13	ENST00000354884	Slc39a13
PSMC3	ENST00000619920	Psmc3
RAPSN	ENST00000298854	Rapsn
CELF1	ENST00000358597	Celf1
AC090559.2	ENST00000366360	
RN7SL652P	ENST00000577769	
NDUFS3	ENST00000263774	Ndufs3
PTPMT1	ENST00000326674	Ptpmt1
KBTBD4	ENST00000395288	Kbtbd4
RNU5E-10P	ENST00000363506	
KF459542.1	ENST00000450908	
FAM180B	ENST00000538490	
C1QTNF4	ENST00000302514	C1qtnf4
MTCH2	ENST00000302503	Mtch2
AGBL2	ENST00000525123	Agbl2
FNBP4	ENST00000263773	Fnbp4
Y_RNA	ENST00000363220	
NUP160	ENST00000378460	Nup160
AC021443.1	ENST00000604478	
RNA5SP340	ENST00000517132	
Y_RNA	ENST00000517065	
YPEL5P2	ENST00000605553	
AC023232.1	ENST00000524963	
PTPRJ	ENST00000418331	Ptprj
PTPRJ-AS1	ENST00000533964	
MIR3161	ENST00000577977	
OR4B1	ENST00000309562	Olfr142
OR4B1	ENST00000309562	Olfr1273-ps
OR4B1	ENST00000309562	Olfr32
OR4B1	ENST00000309562	Olfr1271
OR4B1	ENST00000309562	Olfr1270
OR4B1	ENST00000309562	Olfr1272
OR4B2P	ENST00000527724	
OR4X2	ENST00000624868	Olfr1267-ps1
OR4X2	ENST00000624868	Olfr1506
OR4X2	ENST00000624868	Olfr1265
OR4X2	ENST00000624868	Olfr1269
OR4X2	ENST00000624868	Olfr1565
OR4X2	ENST00000624868	Olfr1274
OR4X1	ENST00000320048	Olfr1268-ps1
OR4S1	ENST00000319988	
OR4C3	ENST00000319856	Olfr1264
OR4C4P	ENST00000551663	
OR4C5	ENST00000319813	Olfr1260
OR4C2P	ENST00000530855	
OR4C10P	ENST00000434991	
OR4C9P	ENST00000532368	
OR4R1P	ENST00000529879	
OR4A47	ENST00000446524	Olfr1256
OR4A48P	ENST00000531359	
OR4A46P	ENST00000527255	
OR4A40P	ENST00000533878	
OR4A43P	ENST00000532938	
OR4A45P	ENST00000529954	
OR4A41P	ENST00000533053	
OR4A42P	ENST00000531397	
OR4A44P	ENST00000524504	
AC027369.6	ENST00000525520	
AC027369.3	ENST00000530465	
AC027369.4	ENST00000534243	
AC027369.5	ENST00000533838	
TRIM51CP	ENST00000505076	
AC027369.2	ENST00000528030	
TRIM51GP	ENST00000649162	
TRIM53CP	ENST00000531490	
AC027369.1	ENST00000534734	
TRIM49B	ENST00000622138	
AC084851.4	ENST00000673428	
TRIM64C	ENST00000617704	
AC084851.3	ENST00000432771	
AC084851.1	ENST00000529105	
UBTFL7	ENST00000418789	
AC084851.2	ENST00000530377	
AC118273.1	ENST00000525324	
AC118273.2	ENST00000532092	
TRIM77BP	ENST00000524985	
UBTFL9	ENST00000534504	
FOLH1	ENST00000256999	Folh1
AC118942.1	ENST00000529674	
TYRL	ENST00000243152	
CBX3P8	ENST00000532412	
AC135977.1	ENST00000526165	
AC136759.1	ENST00000534201	
AC130364.1	ENST00000532682	
AC130364.2	ENST00000528639	
TRIM51FP	ENST00000526452	
AP006587.5	ENST00000582128	
AP006587.6	ENST00000672270	
AP006587.4	ENST00000532033	
AP006587.3	ENST00000526053	
TRIM51DP	ENST00000529746	
AP006587.1	ENST00000530696	
AP006587.2	ENST00000525742	
OR4A1P	ENST00000532342	
OR4A49P	ENST00000527050	
OR4A18P	ENST00000529103	
OR4A19P	ENST00000533579	
OR4R3P	ENST00000525084	
OR4C13	ENST00000555099	Olfr1258
OR4C12	ENST00000335238	Olfr1255
OR4C12	ENST00000335238	Olfr1259
OR4C48P	ENST00000636031	
OR4C49P	ENST00000563891	
GTF2IP11	ENST00000526931	
AC109635.4	ENST00000533593	
AC109635.7	ENST00000661660	
AC109635.6	ENST00000660530	
AC109635.1	ENST00000529200	
AC109635.5	ENST00000525487	
AC109635.3	ENST00000636653	
AC109635.2	ENST00000529536	
LINC02750	ENST00000529219	
AC024405.2	ENST00000528459	
AC024405.1	ENST00000532521	
OR4C50P	ENST00000330155	
OR4C46	ENST00000328188	Olfr1258
OR4C7P	ENST00000533375	
OR4R2P	ENST00000530815	
OR4A4P	ENST00000532898	
OR4A3P	ENST00000532193	
OR4A2P	ENST00000527276	
OR4A8	ENST00000418689	Olfr1238
OR4A8	ENST00000418689	Olfr1253
OR4A8	ENST00000418689	Olfr1246
OR4A8	ENST00000418689	Olfr1251
OR4A7P	ENST00000531463	
OR4A5	ENST00000319760	Olfr1238
OR4A5	ENST00000319760	Olfr1253
OR4A5	ENST00000319760	Olfr1246
OR4A5	ENST00000319760	Olfr1251
OR4A6P	ENST00000534364	
TRIM48	ENST00000417545	
AP005597.4	ENST00000526762	
AP005597.3	ENST00000532369	
AP005597.2	ENST00000526238	
TRIM51HP	ENST00000530412	
AP005597.1	ENST00000534192	
OR4A11P	ENST00000529557	
OR4A12P	ENST00000530847	
OR4A16	ENST00000314721	Olfr1254
OR4A16	ENST00000314721	Olfr1243
OR4A16	ENST00000314721	Olfr1241
OR4A16	ENST00000314721	Olfr1248
OR4A16	ENST00000314721	Olfr1240
OR4A16	ENST00000314721	Olfr1250
OR4A16	ENST00000314721	Olfr1252
OR4A16	ENST00000314721	Olfr1247
OR4A16	ENST00000314721	Olfr1245
OR4A16	ENST00000314721	Olfr1242
OR4A15	ENST00000314706	Olfr1234
OR4A9P	ENST00000526326	
OR4X7P	ENST00000526939	
OR4A10P	ENST00000527592	
OR4A17P	ENST00000526032	
OR4A13P	ENST00000529316	
OR4A50P	ENST00000526321	
OR4A21P	ENST00000532759	
OR4C1P	ENST00000641065	
OR4C14P	ENST00000440929	
OR4C15	ENST00000314644	Olfr1222
OR4C15	ENST00000314644	Olfr1232
OR4C15	ENST00000314644	Olfr1218
OR4C15	ENST00000314644	Olfr1224-ps1
OR4C15	ENST00000314644	Olfr1214
OR4C15	ENST00000314644	Olfr1211
OR4C15	ENST00000314644	Olfr1223
OR4C15	ENST00000314644	Olfr1221
OR4C15	ENST00000314644	Olfr1226
OR4C15	ENST00000314644	Olfr1212
OR4C15	ENST00000314644	Olfr1228
OR4C15	ENST00000314644	Olfr1219
OR4C15	ENST00000314644	Olfr1220
OR4C15	ENST00000314644	Olfr1213
OR4C15	ENST00000314644	Olfr1215
OR4C15	ENST00000314644	Olfr1217
OR4C15	ENST00000314644	Olfr1225
OR4C15	ENST00000314644	Olfr1229
OR4C15	ENST00000314644	Olfr1216
OR4C16	ENST00000623907	Olfr1199
OR4C16	ENST00000623907	Olfr1195
OR4C16	ENST00000623907	Olfr1209
OR4C11	ENST00000641580	Olfr1201
OR4C11	ENST00000641580	Olfr1205
OR4C11	ENST00000641580	Olfr1206
OR4P4	ENST00000641760	Olfr1192-ps1
OR4S2	ENST00000641692	Olfr1193
OR4S2	ENST00000641692	Olfr1191-ps1
OR4C6	ENST00000314259	Olfr1230
OR4C6	ENST00000314259	Olfr1189
OR4V1P	ENST00000525394	
OR4P1P	ENST00000530808	
AP006437.1	ENST00000528000	
OR5D2P	ENST00000524390	
OR5D3P	ENST00000641440	Olfr1177-ps
OR5D3P	ENST00000641440	Olfr1174
OR5D3P	ENST00000641440	Olfr1175
OR5D17P	ENST00000531492	
OR5D13	ENST00000623930	
OR5D15P	ENST00000531671	
OR5D14	ENST00000335605	Olfr1162
OR5D14	ENST00000335605	Olfr1163
OR5L1	ENST00000625203	Olfr1156
OR5L1	ENST00000625203	Olfr1157
OR5D18	ENST00000333976	Olfr73
OR5D18	ENST00000333976	Olfr74
OR5D18	ENST00000333976	Olfr1161
OR5L2	ENST00000378397	Olfr1156
OR5L2	ENST00000378397	Olfr1157
OR5D16	ENST00000378396	Olfr1155
